House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7,Parkinson Street,Norman,Richards,9,Son,NA,Male,Student,None,NA
7,Parkinson Street,Lucy,Richards,5,Daughter,NA,Female,Student,None,NA
8,Parkinson Street,Amelia,Pearson,42,Head,Married,Female,Community pharmacist,None,Catholic
8,Parkinson Street,Damian,Pearson,45,Husband,Married,Male,"Teacher, adult education",None,None
9,Parkinson Street,Chelsea,Patel,34,Head,Single,Female,Unemployed,None,None
9,Parkinson Street,Anthony,Fowler,11,Step-Son,NA,Male,Student,None,NA
9,Parkinson Street,Jack,Fowler,8,Step-Son,NA,Male,Student,None,NA
9,Parkinson Street,Katie,Price,4,Step-Daughter,NA,Female,Child,None,NA
10,Parkinson Street,Mandy,Brown,52,Head,Married,Female,Chief Financial Officer,None,Catholic
10,Parkinson Street,Connor,Brown,57,Husband,Married,Male,Pharmacologist,None,Catholic
10,Parkinson Street,Harriet,Brown,8,Daughter,NA,Female,Student,None,NA
11,Parkinson Street,Lesley,Bird,61,Head,Married,Female,Health visitor,None,None
11,Parkinson Street,Antony,Bird,63,Husband,Married,Male,"Doctor, general practice",None,None
11,Parkinson Street,Katherine,Bird,39,Daughter,Single,Female,IT technical support officer,None,None
11,Parkinson Street,Christian,Bird,36,Son,Divorced,Male,Training and development officer,None,None
12,Parkinson Street,Holly,Porter,54,Head,Divorced,Female,Psychotherapist,None,Christian
12,Parkinson Street,Lucy,Porter,18,Daughter,Single,Female,Student,None,Christian
12,Parkinson Street,Lee,Porter,13,Son,NA,Male,Student,None,NA
12,Parkinson Street,Rachel,Porter,11,Daughter,NA,Female,Student,None,NA
13,Parkinson Street,Jacqueline,Taylor,59,Head,Married,Female,"Runner, broadcasting/film/video",None,Catholic
13,Parkinson Street,Joseph,Taylor,57,Husband,Married,Male,"Engineer, civil (consulting)",None,Catholic
13,Parkinson Street,Allan,Taylor,31,Son,Single,Male,Forensic scientist,None,None
13,Parkinson Street,Hugh,Taylor,30,Son,Single,Male,Technical author,None,None
13,Parkinson Street,Pamela,Taylor,28,Daughter,Single,Female,"Journalist, newspaper", ,Catholic
1,Turner Loop,Phillip,Edwards,72,Head,Married,Male,Retired Insurance broker,None,None
1,Turner Loop,Chloe,Edwards,77,Wife,Married,Female,Retired Landscape architect,None,None
2,Turner Loop,Kelly,Johnston,72,Head,Married,Female,Retired Holiday representative,None,Christian
2,Turner Loop,George,Bailey,72,Husband,Married,Male,Retired Broadcast journalist,None,Christian
2,Turner Loop,Katie,Johnston,42,Daughter,Single,Female,Farm manager,None,None
2,Turner Loop,Joyce,Johnston,38,Daughter,Divorced,f,"Engineer, automotive",None,Christian
2,Turner Loop,Louis,Johnston,35,Son,Divorced,Male,Medical laboratory scientific officer,None,None
3,Turner Loop,Ricky,Newman,52,Head,Single,male,"Psychotherapist, dance movement",None,Christian
4,Turner Loop,Joel,James,38,Head,Single,Male,Barrister's clerk,None,None
4,Turner Loop,Eleanor,Evans,33,None,Single,Female,Curator,None,Muslim
5,Turner Loop,Pamela,Burton,44,Head,Married,Female,Translator,None,Methodist
5,Turner Loop,Liam,Burton,46,Husband,Married,Male,Chartered certified accountant,None,None
6,Turner Loop,Sharon,Tomlinson,41,Head,Single,f,Hotel manager,None,Catholic
6,Turner Loop,Gemma,Donnelly,47,None,Single,Female,Photographer,None,None
6,Turner Loop,Hayley,Jones,45,None,Single,Female,Chartered accountant,None,Christian
7,Turner Loop,Kim,Nicholson,76,Head,Married,Female,Retired Media planner,None,Christian
7,Turner Loop,Keith,Nicholson,78,Husband,Married,Male,Retired Television floor manager,None,None
8,Turner Loop,Albert,Barnes,77,Head,Widowed,Male,Retired Secretary/administrator,None,Catholic
9,Turner Loop,Nicole,Gill,60,Head,Single,Female,Production manager,None,Christian
9,Turner Loop,Jason,Birch,61,Partner,Single,Male,Physiological scientist,None,Christian
10,Turner Loop,Alice,Stephenson,49,Head,Single,Female,Psychiatrist,None,Catholic
10,Turner Loop,Denis,Green,6,Grandson,NA,Male,Student,None,NA
11,Turner Loop,Cameron,Wood,72,Head,Married,Male,Retired Social researcher,None,None
11,Turner Loop,Emma,Wood,74,Wife,Married,Female,Retired Podiatrist,None,None
12,Turner Loop,Gemma,Tucker,34,Head,Married,Female,Unemployed,None,None
12,Turner Loop,Eric,Tucker,36,Husband,Married,Male,"Doctor, general practice",None,None
12,Turner Loop,Helen,Tucker,8,Adopted Daughter,NA,Female,Student,None,NA
12,Turner Loop,Mohammed,Tucker,8,Son,NA,Male,Student,None,NA
12,Turner Loop,Dawn,Tucker,6,Daughter,NA,Female,Student,None,NA
13,Turner Loop,Robin,Wong,74,Head,Divorced,Male,Retired Town planner,None,Catholic
14,Turner Loop,Nicola,Fraser,38,Head,Single,Female,Careers information officer,None,None
14,Turner Loop,Callum,Oliver,41,Partner,Single,Male,Biomedical engineer,None,None
14,Turner Loop,Annette,Fraser,10,Daughter,NA,Female,Student,None,NA
15,Turner Loop,June,Ellis,30,Head,Married,Female,Unemployed,None,None
15,Turner Loop,Victor,Ellis,31,Husband,Married,Male,Ambulance person,None,None
16,Turner Loop,Joanne,Green,26,Head,Married,Female,Social worker,None,Catholic
16,Turner Loop,Declan,Green,27,Husband,Married,Male,Call centre manager,None,None
17,Turner Loop,Marie,Houghton,36,Head,Divorced,Female,Chartered legal executive (England and Wales),None,Catholic
17,Turner Loop,Terry,White,14,Nephew,NA,Male,Student,None,NA
18,Turner Loop,Paula,Dennis,51,Head,Single,Female,Information officer,None,Christian
19,Turner Loop,Teresa,Holden,31,Head,Married,Female,Film/video editor,None,Methodist
19,Turner Loop,Dean,Holden,36,Husband,Married,Male,Bookseller,None,None
19,Turner Loop,Oliver,Holden,8,Son,NA,Male,Student,None,NA
20,Turner Loop,Dean,Mitchell,51,Head,Single,Male,Sales executive,None,Catholic
21,Turner Loop,Bethany,Hicks,61,Head,Single,Female,"Administrator, Civil Service",None,Christian
21,Turner Loop,Josh,Moss-Hicks,35,Son,Divorced,Male,Office manager,None,None
22,Turner Loop,Terence,Russell,69,Head,Married,male,Retired Careers adviser,None,Jewish
22,Turner Loop,Dorothy,Russell,72,Wife,Married,Female,Retired Management consultant,None,Jewish
23,Turner Loop,Sian,Akhtar,98,Head,Married,Female,Retired Television floor manager,None,Christian
23,Turner Loop,Shaun,Akhtar,100,Husband,Married,Male,Retired Telecommunications researcher,None,Christian
24,Turner Loop,Lauren,Blake,60,Head,Married,Female,Private music teacher,None,Catholic
24,Turner Loop,Martyn,Blake,62,Husband,Married,Male,"Lecturer, higher education",None,Catholic
24,Turner Loop,Ashleigh,Blake,28,Daughter,Single,Female,Unemployed,None,None
24,Turner Loop,Declan,Blake,5,Son,NA,Male,Student,None,NA
25,Turner Loop,Jodie,Byrne,36,Head,Single,Female,Charity fundraiser,None,Catholic
25,Turner Loop,Amelia,Byrne,12,Daughter,NA,Female,Student,None,NA
25,Turner Loop,Pauline,Byrne,10,Daughter,NA,Female,Student,None,NA
26,Turner Loop,Joan,Kelly,55,Head,Divorced,Female,Unemployed,None,Christian
26,Turner Loop,Gregory,Kelly,17,Son,NA,Male,Student,None,NA
27,Turner Loop,Dawn,Ball,66,Head,Married,Female,Insurance claims handler,None,Christian
27,Turner Loop,Samuel,Ball,70,Husband,Married,Male,Retired Phytotherapist,None,Christian
28,Turner Loop,Rosie,Houghton,49,Head,Married,Female,Community education officer,None,None
28,Turner Loop,Matthew,Houghton,52,Husband,Married,Male,Chief Operating Officer,None,None
28,Turner Loop,Adrian,Houghton,17,Son,NA,male,Student,None,NA
29,Turner Loop,Ricky,Brown,54,Head,Married,Male,Fast food restaurant manager,None,Christian
29,Turner Loop,Victoria,Evans,52,Wife,Married,Female,Technical author,None,None
30,Turner Loop,Joanna,Parker,59,Head,Married,Female,"Education officer, community",None,Christian
30,Turner Loop,Carl,Parker,60,Husband,Married,Male,Unemployed,None,Christian
30,Turner Loop,Jessica,Parker,40,Daughter,Single,Female,Commercial art gallery manager,None,Christian
31,Turner Loop,Maria,Butcher,57,Head,Single,Female,Unemployed,None,Christian
31,Turner Loop,Karl,Butcher,33,Son,Divorced,Male,Dietitian,None,Christian
31,Turner Loop,Kayleigh,Butcher,29,Daughter,Single,Female,"Programmer, systems",None,Christian
32,Turner Loop,Christine,Brown,37,Head,Single,Female,Museum/gallery exhibitions officer,None,Buddist
32,Turner Loop,Rhys,Dixon,57,None,Single,Male,Building surveyor,None,Catholic
32,Turner Loop,Danny,Morgan,34,None,Single,Male,"Lecturer, further education",None,Catholic
32,Turner Loop,Jasmine,Flynn,37,None,Single,Female,Diagnostic radiographer,None,Methodist
33,Turner Loop,Sarah,Moss,30,Head,Single,Female,Television floor manager,None,Muslim
33,Turner Loop,Gillian,Moss,13,Daughter,NA,Female,Student,None,NA
34,Turner Loop,Charlene,James,60,Head,Married,Female,"Copywriter, advertising",None,None
34,Turner Loop,Ryan,James,61,Husband,Married,Male,Arts administrator,None,None
35,Turner Loop,Oliver,Moore,63,Head,Single,Male,Audiological scientist,None,None
36,Turner Loop,Shaun,Kent-Short,49,Head,Married,Male,Toxicologist,None,None
36,Turner Loop,Ann,Kent-Short,46,Wife,Married,Female,Homeopath,None,None
37,Turner Loop,Georgina,Patel,57,Head,Single,Female,Research scientist (physical sciences),None,Christian
37,Turner Loop,Howard,Tucker,57,Partner,Single,Male,"Therapist, drama",None,None
38,Turner Loop,Kirsty,Bell,40,Head,Single,Female,Unemployed,None,Catholic
38,Turner Loop,Jeremy,Taylor,37,Partner,Single,Male,Building surveyor,None,Catholic
38,Turner Loop,Joan,Bell,15,Daughter,NA,Female,Student,None,NA
39,Turner Loop,Maurice,Campbell,45,Head,Married,M,Unemployed,None,None
39,Turner Loop,Carole,Campbell,41,Wife,Married,Female,Civil Service fast streamer,None,None
40,Turner Loop,Raymond,Phillips-Thompson,61,Head,Married,Male,Unemployed,None,Methodist
40,Turner Loop,Samantha,Phillips-Thompson,59,Wife,Married,Female,Personnel officer,None,None
1,Bradford Avenue,Wendy,Evans,85,Head,Divorced,Female,Retired Aid worker,None,Muslim
2,Bradford Avenue,Sandra,Hooper,65,Head,Married,Female,"Engineer, control and instrumentation",None,Christian
2,Bradford Avenue,Leon,Hooper,65,Husband,Married,Male,Air broker,None,Christian
2,Bradford Avenue,Tom,Hooper,37,Son,Single,Male,Music tutor,None,Christian
2,Bradford Avenue,Hugh,Hooper,37,Son,Divorced,Male,Animal technologist,None,Christian
2,Bradford Avenue,Philip,Hooper,35,Son,Single,Male,Multimedia programmer,None,Christian
2,Bradford Avenue,Marcus,Hooper,34,Son,Single,Male,Publishing copy,None,Christian
2,Bradford Avenue,Elliott,Hooper,32,Son,Single,Male,Freight forwarder,None,Christian
2,Bradford Avenue,Marie,Hooper,28,Daughter,Single,Female,"Sales professional, IT",None,None
2,Bradford Avenue,Leah,Hooper,27,Daughter,Single,Female,Chief Marketing Officer,None,None
2,Bradford Avenue,Gerald,Hooper,2,Son,NA,Male,Child,None,NA
3,Bradford Avenue,Sandra,Phillips,28,Head,Single,Female,Unemployed,None,None
3,Bradford Avenue,Anthony,Phillips,3,Son,NA,Male,Child,None,NA
3,Bradford Avenue,Donald,Lee,27,Lodger,Single,Male,Charity officer,None,Methodist
3,Bradford Avenue,Duncan,Barton,37,Lodger,Divorced,Male,"Editor, magazine features",None,Christian
3,Bradford Avenue,Suzanne,Lewis,39,Lodger,Divorced,Female,Actor,None,None
3,Bradford Avenue,Katie,White,38,Cousin,Single,Female,"Librarian, academic",None,Catholic
3,Bradford Avenue,Carl,Ward,18,Sibling,Single,Male,Student,None,NA
3,Bradford Avenue,Maurice,King,42,Sibling,Single,Male,Marketing executive,None,Christian
3,Bradford Avenue,Victoria,Taylor,23,Lodger,Single,Female,Dramatherapist,None,None
3,Bradford Avenue,Donald,Douglas,51,Lodger,Divorced,Male,Unemployed,None,None
4,Bradford Avenue,Valerie,Bond,59,Head,Married,Female,Commercial horticulturist,None,Catholic
4,Bradford Avenue,Matthew,Bond,59,Husband,Married,Male,Outdoor activities/education manager,None,Catholic
4,Bradford Avenue,Marcus,Bond,14,Son,NA,Male,Student,None,NA
5,Bradford Avenue,Kelly,Lewis,27,Head,Single,Female,"Engineer, materials",None,Christian
5,Bradford Avenue,Claire,Lewis,10,Daughter,NA,Female,Student,None,NA
5,Bradford Avenue,Simon,Lewis,1,Son,NA,Male,Child,None,NA
5,Bradford Avenue,Kim,Hamilton,41,Lodger,Divorced,Female,"Embryologist, clinical",None,Catholic
5,Bradford Avenue,Geoffrey,Rhodes,26,Visitor,Single,Male,Airline pilot,None,Christian
5,Bradford Avenue,Charlotte,Knight,53,Lodger,Single,Female,"Production assistant, television",Unknown Infection,None
5,Bradford Avenue,Aaron,Davidson,22,Lodger,Divorced,Male,University Student,None,Christian
6,Bradford Avenue,Jacob,Cox,52,Head,Single,Male,Animal technologist,None,None
6,Bradford Avenue,Ryan,Adams,33,None,Single,male,Insurance broker,None,None
6,Bradford Avenue,Maria,Wheeler,38,None,Single,Female,Applications developer,None,Christian
6,Bradford Avenue,Louis,Clayton,42,None,Single,Male,Ecologist,None,None
6,Bradford Avenue,Jacqueline,Douglas,19,None,Single,Female,University Student,None,None
6,Bradford Avenue,Bruce,Harris,26,None,Single,Male,"Therapist, speech and language",None,None
6,Bradford Avenue,Kirsty,Carroll,43,None,Single,Female,"Surveyor, minerals",None,Catholic
6,Bradford Avenue,Martyn,Bradley,55,None,Single,Male,"Designer, jewellery",None,Christian
6,Bradford Avenue,Michael,White,53,None,Single,Male,Unemployed,None,Christian
7,Bradford Avenue,Carol,Hawkins,51,Head,Married,Female,"Scientist, forensic",None,Methodist
7,Bradford Avenue,Gregory,Hawkins,55,Husband,Married,Male,Patent attorney,None,None
7,Bradford Avenue,Gavin,Hawkins,32,Son,Single,Male,"Conservation officer, historic buildings",None,Methodist
7,Bradford Avenue,Brenda,Hawkins,29,Daughter,Single,Female,"Surveyor, land/geomatics",None,None
8,Bradford Avenue,Carol,Edwards,81,Head,Married,Female,Retired Commissioning editor,None,None
8,Bradford Avenue,Max,Edwards,84,Husband,Married,Male,"Retired Development worker, community",None,None
8,Bradford Avenue,George,Edwards,43,Son,Divorced,Male,"Engineer, aeronautical",None,None
8,Bradford Avenue,Jamie,Edwards,43,Son,Single,Male,Meteorologist,None,None
8,Bradford Avenue,Sandra,Edwards,40,Daughter,Divorced,Female,"Psychologist, occupational",None,None
9,Bradford Avenue,Elaine,Howell,34,Head,Married,Female,Financial controller,None,None
9,Bradford Avenue,Bryan,Howell,42,Husband,Married,Male,Commercial art gallery manager,None,None
9,Bradford Avenue,William,Howell,3,Son,NA,Male,Child,None,NA
9,Bradford Avenue,Wayne,Howell,0,Son,NA,Male,Child,None,NA
9,Bradford Avenue,Carolyn,Jones,42,Lodger,Single,Female,Medical technical officer,None,Methodist
9,Bradford Avenue,Kenneth,Taylor,39,Lodger,Divorced,Male,Homeopath,None,Catholic
9,Bradford Avenue,Peter,Black,47,Lodger,Single,Male,Landscape architect,None,Catholic
9,Bradford Avenue,Louise,Bradley,53,Lodger,Single,Female,Arts development officer,None,None
9,Bradford Avenue,Lucy,Jones,56,Lodger,Single,Female,Barrister's clerk,None,Christian
9,Bradford Avenue,John,Davison,58,Lodger,Single,Male,Information officer,None,Christian
9,Bradford Avenue,Bernard,Hayes,27,Lodger,Single,m,Unemployed,None,Methodist
9,Bradford Avenue,Tracy,Williams,53,Lodger,Single,Female,"Conservator, furniture",None,None
9,Bradford Avenue,Jason,Abbott,23,Lodger,Divorced,Male,Futures trader,None,Christian
9,Bradford Avenue,Phillip,Russell,51,Lodger,Single,Male,"Lecturer, further education",None,Christian
10,Bradford Avenue,Sylvia,Evans,47,Head,Single,Female,Teaching laboratory technician,None,Catholic
10,Bradford Avenue,Abbie,Evans,15,Daughter,NA,Female,Student,None,NA
10,Bradford Avenue,Jemma,Evans,11,Daughter,NA,Female,Student,None,NA
10,Bradford Avenue,Gregory,Evans,8,Son,NA,Male,Student,None,NA
10,Bradford Avenue,Janet,Evans,7,Daughter,NA,Female,Student,None,NA
10,Bradford Avenue,Carly,Evans,3,Daughter,NA,Female,Child,None,NA
10,Bradford Avenue,Gregory,Evans,1,Son,NA,Male,Child,None,NA
10,Bradford Avenue,Lynne,Hill,33,Lodger,Single,Female,Dance movement psychotherapist,None,None
10,Bradford Avenue,Jonathan,Hardy,51,Sibling,Single,Male,Clothing/textile technologist,None,None
10,Bradford Avenue,Damian,Read,39,Lodger,Divorced,Male,"Scientist, product/process development",None,None
10,Bradford Avenue,Danny,Arnold,34,Visitor,Single,Male,"Engineer, electrical",None,None
10,Bradford Avenue,Jemma,Wilkinson,28,Lodger,Single,Female,Television/film/video producer,None,Christian
10,Bradford Avenue,Sandra,Graham,49,Lodger,Single,f,"Engineer, energy",None,Catholic
11,Bradford Avenue,Samantha,Hussain,61,Head,Married,Female,Food technologist,None,Christian
11,Bradford Avenue,Kevin,Hussain,61,Husband,Married,Male,Fisheries officer,None,Christian
11,Bradford Avenue,Leonard,Hussain,22,Son,Single,Male,University Student,None,Christian
11,Bradford Avenue,Jade,Hussain,19,Daughter,Single,Female,University Student,None,None
11,Bradford Avenue,Steven,Hussain,17,Son,NA,Male,Student,None,NA
12,Bradford Avenue,Katy,Lord,72,Head,Married,Female,"Retired Scientist, marine",None,Christian
12,Bradford Avenue,Dean,Lord,75,Husband,Married,M,Retired Hotel manager,None,Christian
12,Bradford Avenue,Deborah,Lord,43,Daughter,Single,Female,"Education officer, environmental",None,Christian
12,Bradford Avenue,Sophie,Lord,43,Daughter,Divorced,Female,Unemployed,None,Christian
12,Bradford Avenue,Gordon,Lord,40,Son,Single,Male,"Psychologist, sport and exercise",None,None
12,Bradford Avenue,Hollie,Lord,37,Daughter,Single,Female,Contracting civil engineer,None,None
12,Bradford Avenue,Joshua,Lord,32,Son,Single,Male,Careers information officer,None,Christian
12,Bradford Avenue,Iain,Lord,29,Son,Divorced,Male,"Conservation officer, historic buildings",None,None
12,Bradford Avenue,Sian,Lord,25,Daughter,Divorced,Female,"Teacher, English as a foreign language",None,Christian
12,Bradford Avenue,George,Lord,23,Son,Single,Male,"Programmer, applications",None,None
13,Bradford Avenue,Jill,Patel,76,Head,Married,Female,Retired Press sub,None,Christian
13,Bradford Avenue,Simon,Patel,82,Husband,Married,Male,Retired Web designer,None,None
13,Bradford Avenue,Brenda,Patel,47,Daughter,Single,Female,Medical sales representative,None,Christian
13,Bradford Avenue,Jennifer,Patel,46,Daughter,Divorced,Female,Management consultant,None,Christian
13,Bradford Avenue,Joanna,Patel,45,Daughter,Single,Female,Environmental health practitioner,None,None
13,Bradford Avenue,Jonathan,Patel,43,Son,Single,Male,"Nurse, learning disability",None,Christian
13,Bradford Avenue,Russell,Patel,39,Son,Single,Male,"Lighting technician, broadcasting/film/video",None,None
13,Bradford Avenue,Yvonne,Patel,39,Daughter,Single,Female,Homeopath,None,Christian
13,Bradford Avenue,Daniel,Patel,38,Son,Single,Male,"Nurse, adult",None,Christian
13,Bradford Avenue,Hugh,Patel,38,Son,Divorced,Male,Pension scheme manager,None,None
13,Bradford Avenue,Samantha,Patel,35,Daughter,Single,Female,Marine scientist,None,None
13,Bradford Avenue,Maria,Patel,34,Daughter,Divorced,Female,Fine artist,None,None
13,Bradford Avenue,Aaron,Patel,31,Son,Single,Male,Unemployed,None,None
13,Bradford Avenue,Mohamed,Patel,27,Adopted Son,Divorced,Male,Product/process development scientist,None,None
13,Bradford Avenue,Kenneth,Patel,17,Son,NA,Male,Student,None,NA
13,Bradford Avenue,Joanna,Patel,14,Daughter,NA,Female,Student,None,NA
14,Bradford Avenue,Kevin,Francis,62,Head,Married,Male,"Engineer, aeronautical",Physical Disability,Christian
14,Bradford Avenue,Gemma,Francis,63,Wife,Married,Female,Quality manager,None,Christian
